State Code,County Code,Parameter Name,Units of Measure,Arithmetic Mean
22,63,Nitric oxide (NO),Parts per billion,1.155099
22,63,Nitrogen dioxide (NO2),Parts per billion,5.377778
22,63,Nitrogen dioxide (NO2),Parts per billion,1.978616
22,63,Oxides of nitrogen (NOx),Parts per billion,2.940687
22,63,Ozone,Parts per million,0.041035
22,63,Ozone,Parts per million,0.037238
22,63,Ozone,Parts per million,0.037238
22,63,Ozone,Parts per million,0.037141
22,63,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.126166
22,63,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.110714
22,71,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.966942
22,71,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),13.494505
22,71,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.753202
22,71,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.704598
22,71,Carbon monoxide,Parts per million,0.372814
22,71,Carbon monoxide,Parts per million,0.379128
22,71,Nitric oxide (NO),Parts per billion,4.925891
22,71,Nitrogen dioxide (NO2),Parts per billion,21.281111
22,71,Nitrogen dioxide (NO2),Parts per billion,9.397625
22,71,Oxides of nitrogen (NOx),Parts per billion,14.524703
22,71,Average Ambient Temperature,Degrees Centigrade,16.04
22,71,Average Ambient Pressure,Millimeters (mercury),763.4
22,73,Ozone,Parts per million,0.037355
22,73,Ozone,Parts per million,0.033774
22,73,Ozone,Parts per million,0.033774
22,73,Ozone,Parts per million,0.0335
22,73,Average Ambient Temperature,Degrees Centigrade,8.7
22,73,Average Ambient Pressure,Millimeters (mercury),760
22,77,Ozone,Parts per million,0.039714
22,77,Ozone,Parts per million,0.036176
22,77,Ozone,Parts per million,0.036176
22,77,Ozone,Parts per million,0.036056
22,79,Average Ambient Temperature,Degrees Centigrade,12.014286
22,79,Average Ambient Pressure,Millimeters (mercury),771.142857
22,87,Sulfur dioxide,Parts per billion,1.764634
22,87,Sulfur dioxide,Parts per billion,1.191687
22,87,Sulfur dioxide,Parts per billion,1.2
22,87,Sulfur dioxide,Parts per billion,1.162671
22,87,Sulfur dioxide,Parts per billion,1.192072
22,87,Ozone,Parts per million,0.038977
22,87,Ozone,Parts per million,0.035622
22,87,Ozone,Parts per million,0.035622
22,87,Ozone,Parts per million,0.035048
22,87,Sulfur dioxide,Parts per billion,6.330769
22,87,Sulfur dioxide,Parts per billion,1.483387
22,87,Sulfur dioxide,Parts per billion,1.486813
22,87,Sulfur dioxide,Parts per billion,1.467429
22,87,Sulfur dioxide,Parts per billion,1.483353
22,87,Average Ambient Temperature,Degrees Centigrade,17.8
22,87,Average Ambient Pressure,Millimeters (mercury),762.666667
22,87,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),16.387914
22,87,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),15.781609
22,87,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.445388
22,87,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),8.33913
22,89,Sulfur dioxide,Parts per billion,8.710989
22,89,Sulfur dioxide,Parts per billion,1.865953
22,89,Sulfur dioxide,Parts per billion,1.858242
22,89,Sulfur dioxide,Parts per billion,1.855093
22,89,Sulfur dioxide,Parts per billion,1.871089
22,93,Ozone,Parts per million,0.036225
22,93,Ozone,Parts per million,0.03225
22,93,Ozone,Parts per million,0.03225
22,93,Ozone,Parts per million,0.032125
22,93,Sulfur dioxide,Parts per billion,0.79
22,93,Sulfur dioxide,Parts per billion,0.509193
22,93,Sulfur dioxide,Parts per billion,0.513333
22,93,Sulfur dioxide,Parts per billion,0.47773
22,93,Sulfur dioxide,Parts per billion,0.511465
22,95,Ozone,Parts per million,0.038626
22,95,Ozone,Parts per million,0.034352
22,95,Ozone,Parts per million,0.034352
22,95,Ozone,Parts per million,0.0341
22,99,Ozone,Parts per million,0.039156
22,99,Ozone,Parts per million,0.0361
22,99,Ozone,Parts per million,0.0361
22,99,Ozone,Parts per million,0.03582
22,103,Ozone,Parts per million,0.041341
22,103,Ozone,Parts per million,0.037216
22,103,Ozone,Parts per million,0.037216
22,103,Ozone,Parts per million,0.037
22,103,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.87274
22,103,Acceptable PM2.5 AQI & Speciation Mass,Micrograms/cubic meter (LC),4.827473
22,105,Average Ambient Temperature,Degrees Centigrade,16.02
22,105,Average Ambient Temperature,Degrees Centigrade,16.1
22,105,Average Ambient Pressure,Millimeters (mercury),767.8
22,105,Average Ambient Pressure,Millimeters (mercury),762.5
22,109,Average Ambient Temperature,Degrees Centigrade,17.22
22,109,Average Ambient Pressure,Millimeters (mercury),767.2
22,121,Sulfur dioxide,Parts per billion,3.962921
22,121,Sulfur dioxide,Parts per billion,1.469817
22,121,Sulfur dioxide,Parts per billion,1.458427
22,121,Sulfur dioxide,Parts per billion,1.443768
22,121,Sulfur dioxide,Parts per billion,1.475446
22,121,Nitric oxide (NO),Parts per billion,4.185606
22,121,Nitrogen dioxide (NO2),Parts per billion,19.757778
22,121,Nitrogen dioxide (NO2),Parts per billion,9.567696
22,121,Oxides of nitrogen (NOx),Parts per billion,13.008599
22,121,Ozone,Parts per million,0.036319
22,121,Ozone,Parts per million,0.032132
22,121,Ozone,Parts per million,0.032132
22,121,Ozone,Parts per million,0.032011
22,121,Average Ambient Temperature,Degrees Centigrade,15.888235
22,121,Average Ambient Pressure,Millimeters (mercury),762.647059
22,121,Sulfur dioxide,Parts per billion,2.563736
22,121,Sulfur dioxide,Parts per billion,0.529097
22,121,Sulfur dioxide,Parts per billion,0.532967
22,121,Sulfur dioxide,Parts per billion,0.503453
22,121,Sulfur dioxide,Parts per billion,0.530197
23,1,Average Ambient Temperature,Degrees Centigrade,-3.4875
23,1,Average Ambient Pressure,Millimeters (mercury),757.875
23,1,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14.7
23,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.985362
23,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.971552
23,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.971552
23,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.971552
23,1,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.971552
23,3,PM10 - LC,Micrograms/cubic meter (LC),7.6
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.919622
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.926136
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.926136
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.926136
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.926136
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.44
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.44
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.44
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.44
23,3,PM10 - LC,Micrograms/cubic meter (LC),24.571889
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.24
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.24
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.24
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.24
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.014863
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.92809
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.92809
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.92809
23,3,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.92809
23,5,Average Ambient Temperature,Degrees Centigrade,0.933333
23,5,Average Ambient Temperature,Degrees Centigrade,2
23,5,Average Ambient Temperature,Degrees Centigrade,1.033333
23,5,Average Ambient Pressure,Millimeters (mercury),759.666667
23,5,Average Ambient Pressure,Millimeters (mercury),757.75
23,5,Average Ambient Pressure,Millimeters (mercury),754.333333
23,5,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),26.5
23,5,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),33
23,5,PM10 - LC,Micrograms/cubic meter (LC),30.75
23,5,PM10 - LC,Micrograms/cubic meter (LC),35.333333
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.633333
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.633333
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.633333
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),11.633333
23,5,Carbon monoxide,Parts per million,0.192789
23,5,Carbon monoxide,Parts per million,0.191625
23,5,Sulfur dioxide,Parts per billion,0.329204
23,5,Sulfur dioxide,Parts per billion,0.109591
23,5,Sulfur dioxide,Parts per billion,0.113274
23,5,Sulfur dioxide,Parts per billion,0.090929
23,5,Sulfur dioxide,Parts per billion,0.101023
23,5,Nitric oxide (NO),Parts per billion,2.658779
23,5,Nitric oxide (NO),Parts per billion,2.658779
23,5,Nitrogen dioxide (NO2),Parts per billion,19.265517
23,5,Nitrogen dioxide (NO2),Parts per billion,7.991104
23,5,Oxides of nitrogen (NOx),Parts per billion,10.643301
23,5,Oxides of nitrogen (NOx),Parts per billion,10.643301
23,5,Ozone,Parts per million,0.044
23,5,Ozone,Parts per million,0.041767
23,5,Ozone,Parts per million,0.041767
23,5,Ozone,Parts per million,0.041966
23,5,Average Ambient Temperature,Degrees Centigrade,-0.26
23,5,Average Ambient Temperature,Degrees Centigrade,1.65
23,5,Average Ambient Pressure,Millimeters (mercury),762
23,5,Average Ambient Pressure,Millimeters (mercury),753.5
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.8
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.8
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.8
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.8
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),7.6
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.841613
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.771053
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.771053
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.771053
23,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),8.771053
23,5,Reactive oxides of nitrogen (NOy),Parts per billion,2.223223
23,5,Nitric oxide (NO),Parts per billion,0.113241
23,5,Ozone,Parts per million,0.045033
23,5,Ozone,Parts per million,0.043333
23,5,Ozone,Parts per million,0.043333
23,5,Ozone,Parts per million,0.043483
23,5,Wind Speed - Scalar,Knots,4.798896
23,5,Wind Direction - Scalar,Degrees Compass,236.042443
23,5,Std Dev Hz Wind Direction,Degrees Compass,25.481021
23,5,Outdoor Temperature,Degrees Fahrenheit,34.007246
23,5,Relative Humidity ,Percent relative humidity,36.89234
23,5,Solar radiation,Langleys/minute,0.204092
23,5,Barometric pressure,Millibars,1010.751553
23,9,Ozone,Parts per million,0.049367
23,9,Ozone,Parts per million,0.047586
23,9,Ozone,Parts per million,0.047586
23,9,Ozone,Parts per million,0.04725
23,9,Wind Speed - Scalar,Knots,7.951515
23,9,Wind Direction - Scalar,Degrees Compass,167.969697
23,9,Wind Speed - Resultant,Knots,7.809091
23,9,Wind Direction - Resultant,Degrees Compass,167.757576
23,9,Std Dev Hz Wind Direction,Degrees Compass,8.25
23,9,Outdoor Temperature,Degrees Fahrenheit,35.735584
23,9,Relative Humidity ,Percent relative humidity,72.722925
23,9,Carbon monoxide,Parts per million,0.146656
23,9,Carbon monoxide,Parts per million,0.135283
23,9,Sulfur dioxide,Parts per billion,0.095798
23,9,Sulfur dioxide,Parts per billion,0.02555
23,9,Sulfur dioxide,Parts per billion,0.022689
23,9,Sulfur dioxide,Parts per billion,0.017457
23,9,Sulfur dioxide,Parts per billion,0.027477
23,9,Reactive oxides of nitrogen (NOy),Parts per billion,1.098442
23,9,Nitric oxide (NO),Parts per billion,0.022724
23,9,Ozone,Parts per million,0.042947
23,9,Ozone,Parts per million,0.041072
23,9,Ozone,Parts per million,0.041072
23,9,Ozone,Parts per million,0.040595
23,9,Wind Speed - Scalar,Knots,5.357985
23,9,Wind Direction - Scalar,Degrees Compass,180.594045
23,9,Wind Speed - Resultant,Knots,4.926617
23,9,Wind Direction - Resultant,Degrees Compass,178.826071
23,9,Std Dev Hz Wind Direction,Degrees Compass,26.262951
23,9,Outdoor Temperature,Degrees Fahrenheit,31.739907
23,9,Relative Humidity ,Percent relative humidity,71.426938
23,9,Solar radiation,Langleys/minute,0.176127
23,9,Rain/melt precipitation,Inches (rainfall),0.005474
23,9,Average Ambient Temperature,Degrees Centigrade,-1.97
23,9,Average Ambient Pressure,Millimeters (mercury),749.3
23,9,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3.8
23,9,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),7.5
23,9,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),3.333333
23,9,PM10 - LC,Micrograms/cubic meter (LC),4.2
23,9,PM10 - LC,Micrograms/cubic meter (LC),8.5
23,9,PM10 - LC,Micrograms/cubic meter (LC),3.666667
23,9,PM10-2.5 - Local Conditions,Micrograms/cubic meter (LC),2.611111
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.862851
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.822034
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.822034
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.822034
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),2.822034
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.125
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.125
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.125
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),3.125
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.65
23,9,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),1.65
23,9,Sulfate PM2.5 LC,Micrograms/cubic meter (LC),0.23663
23,11,Wind Speed - Scalar,Knots,7.340934
23,11,Wind Direction - Scalar,Degrees Compass,200.159225
23,11,Average Ambient Temperature,Degrees Centigrade,-3.92
23,11,Average Ambient Temperature,Degrees Centigrade,-4
23,11,Average Ambient Temperature,Degrees Centigrade,-4.6
23,11,Average Ambient Pressure,Millimeters (mercury),759.1
23,11,Average Ambient Pressure,Millimeters (mercury),754
23,11,Average Ambient Pressure,Millimeters (mercury),755.9
23,11,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),17.1
23,11,Sulfur dioxide,Parts per billion,0.150441
23,11,Nitrogen dioxide (NO2),Parts per billion,13.48
23,11,Nitrogen dioxide (NO2),Parts per billion,7.169643
23,17,Average Ambient Temperature,Degrees Centigrade,-6
23,17,Average Ambient Pressure,Millimeters (mercury),751.25
23,17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.696231
23,17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.631944
23,17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.631944
23,17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.631944
23,17,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.631944
23,17,Ozone,Parts per million,0.045733
23,17,Ozone,Parts per million,0.044036
23,17,Ozone,Parts per million,0.044036
23,17,Ozone,Parts per million,0.044333
23,19,Average Ambient Temperature,Degrees Centigrade,-2.5
23,19,Average Ambient Pressure,Millimeters (mercury),756.2
23,19,PM10 Total 0-10um STP,Micrograms/cubic meter (25 C),14
23,19,PM10 - LC,Micrograms/cubic meter (LC),15.2
23,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.555636
23,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.515789
23,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.515789
23,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.515789
23,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.515789
23,19,Ozone,Parts per million,0.046207
23,19,Ozone,Parts per million,0.04431
23,19,Ozone,Parts per million,0.04431
23,19,Ozone,Parts per million,0.044357
23,29,Ozone,Parts per million,0.044593
23,29,Ozone,Parts per million,0.042037
23,29,Ozone,Parts per million,0.042037
23,29,Ozone,Parts per million,0.042333
23,29,Wind Speed - Scalar,Knots,6.721519
23,29,Wind Direction - Scalar,Degrees Compass,217.383155
23,29,Wind Speed - Resultant,Knots,6.333885
23,29,Wind Direction - Resultant,Degrees Compass,217.644109
23,29,Std Dev Hz Wind Direction,Degrees Compass,19.610516
23,31,Ozone,Parts per million,0.044767
23,31,Ozone,Parts per million,0.042867
23,31,Ozone,Parts per million,0.042867
23,31,Ozone,Parts per million,0.043103
23,31,Ozone,Parts per million,0.0459
23,31,Ozone,Parts per million,0.044133
23,31,Ozone,Parts per million,0.044133
23,31,Ozone,Parts per million,0.044379
23,31,Ozone,Parts per million,0.045345
23,31,Ozone,Parts per million,0.043357
23,31,Ozone,Parts per million,0.043357
23,31,Ozone,Parts per million,0.043357
24,1,Sulfur dioxide,Parts per billion,0.513793
24,1,Sulfur dioxide,Parts per billion,0.184895
24,1,Sulfur dioxide,Parts per billion,0.190805
24,1,Sulfur dioxide,Parts per billion,0.171657
24,1,Sulfur dioxide,Parts per billion,0.184694
24,1,Sulfur dioxide,Parts per billion,2.012644
24,1,Sulfur dioxide,Parts per billion,1.542085
24,1,Sulfur dioxide,Parts per billion,1.548276
24,1,Sulfur dioxide,Parts per billion,1.510335
24,1,Sulfur dioxide,Parts per billion,1.542389
24,3,Ozone,Parts per million,0.0455
24,3,Ozone,Parts per million,0.042074
24,3,Ozone,Parts per million,0.042074
24,3,Ozone,Parts per million,0.041385
24,3,Wind Speed - Resultant,Knots,1.431259
24,3,Wind Direction - Resultant,Degrees Compass,198.02767
24,3,Outdoor Temperature,Degrees Fahrenheit,43.229929
24,3,Relative Humidity ,Percent relative humidity,61.058907
24,3,Barometric pressure,Millibars,1016.95962
24,3,Rain/melt precipitation,Inches (rainfall),0.004276
24,3,Sulfur dioxide,Parts per billion,1.310127
24,3,Sulfur dioxide,Parts per billion,0.874662
24,3,Sulfur dioxide,Parts per billion,0.862025
24,3,Sulfur dioxide,Parts per billion,0.858877
24,3,Sulfur dioxide,Parts per billion,0.875617
24,3,Wind Speed - Resultant,Knots,1.060342
24,3,Wind Direction - Resultant,Degrees Compass,186.464574
24,3,Outdoor Temperature,Degrees Fahrenheit,43.242035
24,3,Relative Humidity ,Percent relative humidity,62.457917
24,3,Barometric pressure,Millibars,1017.683785
24,3,Rain/melt precipitation,Inches (rainfall),0.003195
24,5,Nitrogen dioxide (NO2),Parts per billion,26.232184
24,5,Nitrogen dioxide (NO2),Parts per billion,14.882623
24,5,Wind Speed - Resultant,Knots,2.604348
24,5,Wind Direction - Resultant,Degrees Compass,216.627708
24,5,Outdoor Temperature,Degrees Fahrenheit,41.176528
24,5,Relative Humidity ,Percent relative humidity,63.293889
24,5,Barometric pressure,Millibars,1002.160524
24,5,Rain/melt precipitation,Inches (rainfall),0.003618
24,5,Ozone,Parts per million,0.043429
24,5,Ozone,Parts per million,0.04037
24,5,Ozone,Parts per million,0.04037
24,5,Ozone,Parts per million,0.039654
24,5,Wind Speed - Resultant,Knots,3.712293
24,5,Wind Direction - Resultant,Degrees Compass,197.775377
24,5,Outdoor Temperature,Degrees Fahrenheit,41.420428
24,5,Relative Humidity ,Percent relative humidity,62.808076
24,5,Barometric pressure,Millibars,1004.214727
24,5,Rain/melt precipitation,Inches (rainfall),0.003781
24,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.245807
24,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.225287
24,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.225287
24,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.225287
24,5,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),6.225287
24,5,Carbon monoxide,Parts per million,0.294779
24,5,Carbon monoxide,Parts per million,0.298818
24,5,Sulfur dioxide,Parts per billion,1.109412
24,5,Sulfur dioxide,Parts per billion,0.52991
24,5,Sulfur dioxide,Parts per billion,0.527059
24,5,Sulfur dioxide,Parts per billion,0.500319
24,5,Sulfur dioxide,Parts per billion,0.532054
24,5,Reactive oxides of nitrogen (NOy),Parts per billion,17.187122
24,5,Nitric oxide (NO),Parts per billion,5.895023
24,5,Nitrogen dioxide (NO2),Parts per billion,23.670423
24,5,Nitrogen dioxide (NO2),Parts per billion,10.940105
24,5,NOy - NO,Parts per billion,11.243356
24,5,Ozone,Parts per million,0.04275
24,5,Ozone,Parts per million,0.039667
24,5,Ozone,Parts per million,0.039667
24,5,Ozone,Parts per million,0.039192
24,5,Wind Speed - Resultant,Knots,3.362423
24,5,Wind Direction - Resultant,Degrees Compass,181.647787
24,5,Outdoor Temperature,Degrees Fahrenheit,42.626603
24,5,Relative Humidity ,Percent relative humidity,63.036105
24,5,Solar radiation,Langleys/minute,0.167639
24,5,Ultraviolet radiation,Langleys/minute,0.007862
24,5,Barometric pressure,Millibars,1016.742993
24,5,Rain/melt precipitation,Inches (rainfall),0.000542
24,9,Ozone,Parts per million,0.041714
24,9,Ozone,Parts per million,0.039444
24,9,Ozone,Parts per million,0.039444
24,9,Ozone,Parts per million,0.039074
24,13,Ozone,Parts per million,0.042357
24,13,Ozone,Parts per million,0.039667
24,13,Ozone,Parts per million,0.039667
24,13,Ozone,Parts per million,0.039074
24,15,Ozone,Parts per million,0.04163
24,15,Ozone,Parts per million,0.038846
24,15,Ozone,Parts per million,0.038846
24,15,Ozone,Parts per million,0.038667
24,15,Wind Speed - Resultant,Knots,6.43822
24,15,Wind Direction - Resultant,Degrees Compass,206.959543
24,15,Outdoor Temperature,Degrees Fahrenheit,40.093289
24,15,Relative Humidity ,Percent relative humidity,63.121371
24,15,Barometric pressure,Millibars,1003.679676
24,15,Rain/melt precipitation,Inches (rainfall),0.002822
24,15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.407939
24,15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.355172
24,15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.355172
24,15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.355172
24,15,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.355172
24,17,Ozone,Parts per million,0.043143
24,17,Ozone,Parts per million,0.040778
24,17,Ozone,Parts per million,0.040778
24,17,Ozone,Parts per million,0.040556
24,19,Sulfur dioxide,Parts per billion,0.247059
24,19,Sulfur dioxide,Parts per billion,0.068971
24,19,Sulfur dioxide,Parts per billion,0.072941
24,19,Sulfur dioxide,Parts per billion,0.057803
24,19,Sulfur dioxide,Parts per billion,0.070321
24,19,Ozone,Parts per million,0.043741
24,19,Ozone,Parts per million,0.040593
24,19,Ozone,Parts per million,0.040593
24,19,Ozone,Parts per million,0.040385
24,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.471264
24,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.422989
24,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.422989
24,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.422989
24,19,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.422989
24,21,Ozone,Parts per million,0.042571
24,21,Ozone,Parts per million,0.039259
24,21,Ozone,Parts per million,0.039259
24,21,Ozone,Parts per million,0.039192
24,23,Carbon monoxide,Parts per million,0.12589
24,23,Carbon monoxide,Parts per million,0.110856
24,23,Sulfur dioxide,Parts per billion,0.758537
24,23,Sulfur dioxide,Parts per billion,0.332699
24,23,Sulfur dioxide,Parts per billion,0.329268
24,23,Sulfur dioxide,Parts per billion,0.30641
24,23,Sulfur dioxide,Parts per billion,0.332217
24,23,Reactive oxides of nitrogen (NOy),Parts per billion,2.403285
24,23,Nitric oxide (NO),Parts per billion,0.077923
24,23,Nitrogen dioxide (NO2),Parts per billion,3.283721
24,23,Nitrogen dioxide (NO2),Parts per billion,1.69429
24,23,NOy - NO,Parts per billion,2.322415
24,23,Ozone,Parts per million,0.040706
24,23,Ozone,Parts per million,0.038476
24,23,Ozone,Parts per million,0.038476
24,23,Ozone,Parts per million,0.037872
24,23,Wind Speed - Resultant,Knots,5.303513
24,23,Wind Direction - Resultant,Degrees Compass,239.833815
24,23,Outdoor Temperature,Degrees Fahrenheit,34.959145
24,23,Relative Humidity ,Percent relative humidity,72.52114
24,23,Solar radiation,Langleys/minute,0.146831
24,23,Barometric pressure,Millibars,926.83753
24,23,Rain/melt precipitation,Inches (rainfall),0.003952
24,23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.059615
24,23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.001163
24,23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.001163
24,23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.001163
24,23,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),4.001163
24,25,Ozone,Parts per million,0.044667
24,25,Ozone,Parts per million,0.041654
24,25,Ozone,Parts per million,0.041654
24,25,Ozone,Parts per million,0.041111
24,25,Wind Speed - Resultant,Knots,1.937055
24,25,Wind Direction - Resultant,Degrees Compass,182.36681
24,25,Outdoor Temperature,Degrees Fahrenheit,41.555819
24,25,Relative Humidity ,Percent relative humidity,63.252732
24,25,Barometric pressure,Millibars,1016.968171
24,25,Rain/melt precipitation,Inches (rainfall),0.003663
24,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.854746
24,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.816092
24,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.816092
24,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.816092
24,25,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),5.816092
24,25,Ozone,Parts per million,0.042893
24,25,Ozone,Parts per million,0.040111
24,25,Ozone,Parts per million,0.040111
24,25,Ozone,Parts per million,0.039704
24,25,Wind Speed - Resultant,Knots,5.319638
24,25,Wind Direction - Resultant,Degrees Compass,199.568245
24,25,Outdoor Temperature,Degrees Fahrenheit,45.357939
24,25,Relative Humidity ,Percent relative humidity,64.275766
24,25,Barometric pressure,Millibars,1003.36351
24,25,Rain/melt precipitation,Inches (rainfall),0.003468
24,27,Carbon monoxide,Parts per million,0.272701
24,27,Carbon monoxide,Parts per million,0.275701
24,27,Nitric oxide (NO),Parts per billion,15.390511
24,27,Nitrogen dioxide (NO2),Parts per billion,23.910588
24,27,Nitrogen dioxide (NO2),Parts per billion,16.048968
